    A       	B
    0.1823    6.9656
    0.1925    6.8721
    0.2026    6.7714
    0.2127    6.6631
    0.2228    6.5478
    0.2330    6.4270
    0.2431    6.3023
    0.2532    6.1758
    0.2634    6.0492
    0.2735    5.9246
    0.2836    5.8041
    0.2937    5.6903
    0.3039    5.5856
    0.3140    5.4930
    0.3241    5.4149
    0.3343    5.3530
    0.3444    5.3078
    0.3545    5.2769
    0.3646    5.2128
    0.3748    5.0982
    0.3849    4.9694
    0.3950    4.8345
    0.4052    4.6971
    0.4153    4.5590
    0.4254    4.4212
    0.4355    4.2843
    0.4457    4.1491
    0.4558    4.0169
    0.4659    3.8979
    0.4761    3.9043
    0.4862    3.9765
    0.4963    4.0577
    0.5064    4.1441
    0.5166    4.2341
    0.5267    4.3265
    0.5368    4.4203
    0.5470    4.5144
    0.5571    4.6066
    0.5672    4.6910
    0.5774    4.7365
    0.5875    4.7366
    0.5976    4.7369
    0.6077    4.7373
    0.6178    4.7374
    0.6279    4.7370
    0.6380    4.7355
    0.6481    4.7322
    0.6582    4.7262
    0.6683    4.7163
    0.6784    4.7008
    0.6885    4.6779
    0.6986    4.6454
    0.7087    4.6016
    0.7188    4.5451
    0.7289    4.4758
    0.7390    4.3948
    0.7491    4.3042
    0.7592    4.2066
    0.7693    4.1045
    0.7794    4.0006
    0.7895    3.8972
    0.7996    3.7963
    0.8097    3.6999
    0.8198    3.6098
    0.8299    3.5277
    0.8400    3.4553
    0.8501    3.3941
    0.8602    3.3454
    0.8703    3.3100
    0.8804    3.2886
    0.8905    3.2810
    0.9006    3.2868
    0.9107    3.3049
    0.9209    3.3110
    0.9311    3.3286
    0.9412    3.3556
    0.9514    3.3893
    0.9616    3.4266
    0.9718    3.4642
    0.9820    3.4988
    0.9922    3.5270
    1.0024    3.5455
    1.0126    3.5519
    1.0227    3.5521
    1.0328    3.5540
    1.0429    3.5601
    1.0530    3.5731
    1.0631    3.5954
    1.0732    3.6287
    1.0833    3.6739
    1.0934    3.7309
    1.1035    3.7993
    1.1136    3.8781
    1.1237    3.9662
    1.1338    4.0624
    1.1439    4.1656
    1.1540    4.2748
    1.1641    4.3885
    1.1742    4.5054
    1.1843    4.6237
    1.1944    4.7408
    1.2045    4.8530
    1.2146    4.9543
    1.2247    5.0373
    1.2348    5.0966
    1.2449    5.1342
    1.2550    5.1561
    1.2651    5.1679
    1.2752    5.1735
    1.2853    5.1755
    1.2954    5.1755
    1.3055    5.1744
    1.3156    5.1731
    1.3257    5.1719
    1.3358    5.1710
    1.3459    5.1707
    1.3560    5.1590
    1.3662    5.1257
    1.3763    5.0760
    1.3864    5.0151
    1.3965    4.9471
    1.4067    4.8751
    1.4168    4.8014
    1.4269    4.7279
    1.4371    4.6559
    1.4472    4.5869
    1.4573    4.5227
    1.4674    4.4651
    1.4776    4.4170
    1.4877    4.3827
    1.4978    4.3689
    1.5080    4.3849
    1.5181    4.4380
    1.5282    4.5248
    1.5384    4.6342
    1.5485    4.7562
    1.5586    4.8847
    1.5687    5.0161
    1.5789    5.1480
    1.5890    5.2789
    1.5991    5.4072
    1.6093    5.5315
    1.6194    5.6507
    1.6295    5.7643
    1.6396    5.8726
    1.6498    5.9772
    1.6599    6.0809
    1.6700    6.1869
    1.6802    6.2982
    1.6903    6.4161
    1.7004    6.5411
    1.7105    6.6723
    1.7207    6.8083
    1.7308    6.9478
    1.7409    7.0892
    1.7511    7.2314
    1.7612    7.3730
    1.7713    7.5131
    1.7814    7.6505
    1.7916    7.7844
    1.8017    7.9138
    1.8118    8.0314
    1.8220    8.0784
    1.8321    8.1226
    1.8422    8.1636
    1.8523    8.2011
    1.8625    8.2346
    1.8726    8.2639
    1.8827    8.2884
    1.8929    8.3079
    1.9030    8.3220
    1.9131    8.3306
    1.9233    8.3335
    1.9334    8.3457
    1.9436    8.3588
    1.9538    8.3032
    1.9640    8.2954
    1.9742    8.2887
    1.9844    8.2832
    1.9946    8.2789
    2.0048    8.2759
    2.0150    8.2740
    2.0251    8.2734

    0.0000    8.4596
    0.0101    8.4519
    0.0203    8.4290
    0.0304    8.3913
    0.0405    8.3396
    0.0506    8.2745
    0.0608    8.1974
    0.0709    8.1327
    0.0810    8.0933
    0.0912    8.0232
    0.1013    7.9083
    0.1114    7.7881
    0.1215    7.6646
    0.1317    7.5405
    0.1418    7.4190
    0.1519    7.3039
    0.1621    7.1982
    0.1722    7.1017
    0.1823    7.0108
    0.1925    6.9199
    0.2026    6.8250
    0.2127    6.7238
    0.2228    6.6160
    0.2330    6.5024
    0.2431    6.3845
    0.2532    6.2641
    0.2634    6.1430
    0.2735    6.0234
    0.2836    5.9071
    0.2937    5.7967
    0.3039    5.6943
    0.3140    5.6020
    0.3241    5.5210
    0.3343    5.4504
    0.3444    5.3854
    0.3545    5.3155
    0.3646    5.2718
    0.3748    5.2693
    0.3849    5.2785
    0.3950    5.2958
    0.4052    5.3186
    0.4153    5.3447
    0.4254    5.3722
    0.4355    5.3988
    0.4457    5.4224
    0.4558    5.4406
    0.4659    5.4508
    0.4761    5.4507
    0.4862    5.4380
    0.4963    5.4115
    0.5064    5.3711
    0.5166    5.3177
    0.5267    5.2533
    0.5368    5.1800
    0.5470    5.1006
    0.5571    5.0179
    0.5672    4.9391
    0.5774    4.8953
    0.5875    4.8962
    0.5976    4.8989
    0.6077    4.9032
    0.6178    4.9092
    0.6279    4.9168
    0.6380    4.9257
    0.6481    4.9356
    0.6582    4.9461
    0.6683    4.9561
    0.6784    4.9637
    0.6885    4.9640
    0.6986    4.9447
    0.7087    4.8856
    0.7188    4.7873
    0.7289    4.6703
    0.7390    4.5471
    0.7491    4.4229
    0.7592    4.3006
    0.7693    4.1816
    0.7794    4.0675
    0.7895    3.9593
    0.7996    3.8579
    0.8097    3.7644
    0.8198    3.6795
    0.8299    3.6040
    0.8400    3.5385
    0.8501    3.4837
    0.8602    3.4394
    0.8703    3.4046
    0.8804    3.3770
    0.8905    3.3530
    0.9006    3.3292
    0.9107    3.3049
    0.9209    3.3110
    0.9311    3.3286
    0.9412    3.3556
    0.9514    3.3893
    0.9616    3.4266
    0.9718    3.4642
    0.9820    3.4988
    0.9922    3.5270
    1.0024    3.5455
    1.0126    3.5519
    1.0227    3.5521
    1.0328    3.5540
    1.0429    3.5601
    1.0530    3.5731
    1.0631    3.5954
    1.0732    3.6287
    1.0833    3.6739
    1.0934    3.7309
    1.1035    3.7993
    1.1136    3.8781
    1.1237    3.9662
    1.1338    4.0624
    1.1439    4.1656
    1.1540    4.2748
    1.1641    4.3885
    1.1742    4.5054
    1.1843    4.6237
    1.1944    4.7408
    1.2045    4.8530
    1.2146    4.9543
    1.2247    5.0373
    1.2348    5.0966
    1.2449    5.1342
    1.2550    5.1561
    1.2651    5.1679
    1.2752    5.1735
    1.2853    5.1755
    1.2954    5.1755
    1.3055    5.1744
    1.3156    5.1731
    1.3257    5.1719
    1.3358    5.1710
    1.3459    5.1707
    1.3560    5.1590
    1.3662    5.1257
    1.3763    5.0760
    1.3864    5.0151
    1.3965    4.9471
    1.4067    4.8751
    1.4168    4.8014
    1.4269    4.7279
    1.4371    4.6559
    1.4472    4.5869
    1.4573    4.5227
    1.4674    4.4651
    1.4776    4.4170
    1.4877    4.3827
    1.4978    4.3689
    1.5080    4.3849
    1.5181    4.4380
    1.5282    4.5248
    1.5384    4.6342
    1.5485    4.7562
    1.5586    4.8847
    1.5687    5.0161
    1.5789    5.1480
    1.5890    5.2789
    1.5991    5.4072
    1.6093    5.5315
    1.6194    5.6507
    1.6295    5.7643
    1.6396    5.8726
    1.6498    5.9772
    1.6599    6.0809
    1.6700    6.1869
    1.6802    6.2982
    1.6903    6.4161
    1.7004    6.5411
    1.7105    6.6723
    1.7207    6.8083
    1.7308    6.9478
    1.7409    7.0892
    1.7511    7.2314
    1.7612    7.3730
    1.7713    7.5131
    1.7814    7.6505
    1.7916    7.7844
    1.8017    7.9138
    1.8118    8.0314
    1.8220    8.0784
    1.8321    8.1226
    1.8422    8.1636
    1.8523    8.2011
    1.8625    8.2346
    1.8726    8.2639
    1.8827    8.2884
    1.8929    8.3079
    1.9030    8.3220
    1.9131    8.3306
    1.9233    8.3335
    1.9334    8.3457
    1.9436    8.3588
    1.9538    8.3729
    1.9640    8.3876
    1.9742    8.4028
    1.9844    8.4181
    1.9946    8.4330
    2.0048    8.4462
    2.0150    8.4559
    2.0251    8.4596

    0.0000    8.4596
    0.0101    8.4573
    0.0203    8.4507
    0.0304    8.4397
    0.0405    8.4243
    0.0506    8.3979
    0.0608    8.3197
    0.0709    8.2304
    0.0810    8.1311
    0.0912    8.0503
    0.1013    8.0042
    0.1114    7.9554
    0.1215    7.9041
    0.1317    7.8510
    0.1418    7.7961
    0.1519    7.7399
    0.1621    7.6825
    0.1722    7.6244
    0.1823    7.5657
    0.1925    7.5067
    0.2026    7.4475
    0.2127    7.3883
    0.2228    7.3214
    0.2330    7.1924
    0.2431    7.0595
    0.2532    6.9234
    0.2634    6.7848
    0.2735    6.6444
    0.2836    6.5026
    0.2937    6.3602
    0.3039    6.2178
    0.3140    6.0764
    0.3241    5.9375
    0.3343    5.8040
    0.3444    5.6821
    0.3545    5.5843
    0.3646    5.5239
    0.3748    5.4998
    0.3849    5.5007
    0.3950    5.5179
    0.4052    5.5466
    0.4153    5.5839
    0.4254    5.6276
    0.4355    5.6762
    0.4457    5.7287
    0.4558    5.7839
    0.4659    5.8411
    0.4761    5.8994
    0.4862    5.9580
    0.4963    6.0162
    0.5064    6.0729
    0.5166    6.1272
    0.5267    6.1649
    0.5368    6.1552
    0.5470    6.1477
    0.5571    6.1423
    0.5672    6.1390
    0.5774    6.1379
    0.5875    6.1287
    0.5976    6.1014
    0.6077    6.0567
    0.6178    5.9960
    0.6279    5.9210
    0.6380    5.8334
    0.6481    5.7352
    0.6582    5.6287
    0.6683    5.5164
    0.6784    5.4016
    0.6885    5.2902
    0.6986    5.1955
    0.7087    5.1380
    0.7188    5.1167
    0.7289    5.1093
    0.7390    5.0993
    0.7491    4.9999
    0.7592    4.9042
    0.7693    4.8165
    0.7794    4.7380
    0.7895    4.6697
    0.7996    4.6124
    0.8097    4.4990
    0.8198    4.3778
    0.8299    4.2586
    0.8400    4.1432
    0.8501    4.0335
    0.8602    3.9316
    0.8703    3.8404
    0.8804    3.7636
    0.8905    3.7053
    0.9006    3.6699
    0.9107    3.6584
    0.9209    3.6639
    0.9311    3.6804
    0.9412    3.7071
    0.9514    3.7432
    0.9616    3.7877
    0.9718    3.8394
    0.9820    3.8972
    0.9922    3.9599
    1.0024    4.0263
    1.0126    4.0954
    1.0227    4.0976
    1.0328    4.1025
    1.0429    4.1088
    1.0530    4.1177
    1.0631    4.1316
    1.0732    4.1526
    1.0833    4.1829
    1.0934    4.2237
    1.1035    4.2756
    1.1136    4.3384
    1.1237    4.4113
    1.1338    4.4931
    1.1439    4.5820
    1.1540    4.6759
    1.1641    4.7727
    1.1742    4.8697
    1.1843    4.9647
    1.1944    5.0555
    1.2045    5.1412
    1.2146    5.2238
    1.2247    5.3086
    1.2348    5.4004
    1.2449    5.4984
    1.2550    5.5966
    1.2651    5.6878
    1.2752    5.7635
    1.2853    5.8174
    1.2954    5.8518
    1.3055    5.8732
    1.3156    5.8867
    1.3257    5.8951
    1.3358    5.8996
    1.3459    5.9011
    1.3560    5.9122
    1.3662    5.9436
    1.3763    5.9902
    1.3864    6.0466
    1.3965    6.1084
    1.4067    6.1724
    1.4168    6.2361
    1.4269    6.2975
    1.4371    6.3307
    1.4472    6.3508
    1.4573    6.3730
    1.4674    6.3972
    1.4776    6.4234
    1.4877    6.4516
    1.4978    6.4818
    1.5080    6.5139
    1.5181    6.5479
    1.5282    6.5837
    1.5384    6.5815
    1.5485    6.5773
    1.5586    6.5725
    1.5687    6.5687
    1.5789    6.5675
    1.5890    6.5705
    1.5991    6.5799
    1.6093    6.5978
    1.6194    6.6266
    1.6295    6.6683
    1.6396    6.7246
    1.6498    6.7958
    1.6599    6.8810
    1.6700    6.9783
    1.6802    7.0852
    1.6903    7.1990
    1.7004    7.3174
    1.7105    7.4386
    1.7207    7.5374
    1.7308    7.5954
    1.7409    7.6531
    1.7511    7.7104
    1.7612    7.7671
    1.7713    7.8228
    1.7814    7.8775
    1.7916    7.9306
    1.8017    7.9821
    1.8118    8.0378
    1.8220    8.1553
    1.8321    8.2653
    1.8422    8.3668
    1.8523    8.4585
    1.8625    8.5386
    1.8726    8.6033
    1.8827    8.6453
    1.8929    8.6654
    1.9030    8.6752
    1.9131    8.6800
    1.9233    8.6814
    1.9334    8.5435
    1.9436    8.3975
    1.9538    8.3729
    1.9640    8.3876
    1.9742    8.4028
    1.9844    8.4181
    1.9946    8.4330
    2.0048    8.4462
    2.0150    8.4559
    2.0251    8.4596

    0.0000    8.5850
    0.0101    8.5773
    0.0203    8.5541
    0.0304    8.5161
    0.0405    8.4637
    0.0506    8.4048
    0.0608    8.3812
    0.0709    8.3538
    0.0810    8.3227
    0.0912    8.2883
    0.1013    8.2508
    0.1114    8.2104
    0.1215    8.1675
    0.1317    8.1224
    0.1418    8.0753
    0.1519    8.0266
    0.1621    7.9764
    0.1722    7.8870
    0.1823    7.7886
    0.1925    7.6801
    0.2026    7.5655
    0.2127    7.4459
    0.2228    7.3294
    0.2330    7.2708
    0.2431    7.2128
    0.2532    7.1555
    0.2634    7.0990
    0.2735    7.0434
    0.2836    6.9888
    0.2937    6.9354
    0.3039    6.8831
    0.3140    6.8322
    0.3241    6.7827
    0.3343    6.7346
    0.3444    6.6881
    0.3545    6.6431
    0.3646    6.5998
    0.3748    6.5582
    0.3849    6.5184
    0.3950    6.4804
    0.4052    6.4442
    0.4153    6.4099
    0.4254    6.3775
    0.4355    6.3471
    0.4457    6.3186
    0.4558    6.2921
    0.4659    6.2677
    0.4761    6.2454
    0.4862    6.2251
    0.4963    6.2069
    0.5064    6.1908
    0.5166    6.1768
    0.5267    6.1777
    0.5368    6.2231
    0.5470    6.2614
    0.5571    6.2909
    0.5672    6.3096
    0.5774    6.3160
    0.5875    6.3129
    0.5976    6.3031
    0.6077    6.2840
    0.6178    6.2524
    0.6279    6.2054
    0.6380    6.1424
    0.6481    6.0652
    0.6582    5.9761
    0.6683    5.8777
    0.6784    5.7724
    0.6885    5.6622
    0.6986    5.5491
    0.7087    5.4349
    0.7188    5.3213
    0.7289    5.2099
    0.7390    5.1023
    0.7491    5.0745
    0.7592    5.0249
    0.7693    4.9479
    0.7794    4.8495
    0.7895    4.7382
    0.7996    4.6200
    0.8097    4.5664
    0.8198    4.5320
    0.8299    4.5089
    0.8400    4.4965
    0.8501    4.4943
    0.8602    4.5012
    0.8703    4.5162
    0.8804    4.5378
    0.8905    4.5638
    0.9006    4.5894
    0.9107    4.6026
    0.9209    4.5949
    0.9311    4.5726
    0.9412    4.5370
    0.9514    4.4903
    0.9616    4.4348
    0.9718    4.3727
    0.9820    4.3060
    0.9922    4.2365
    1.0024    4.1659
    1.0126    4.0954
    1.0227    4.0976
    1.0328    4.1025
    1.0429    4.1088
    1.0530    4.1177
    1.0631    4.1316
    1.0732    4.1526
    1.0833    4.1829
    1.0934    4.2237
    1.1035    4.2756
    1.1136    4.3384
    1.1237    4.4113
    1.1338    4.4931
    1.1439    4.5820
    1.1540    4.6759
    1.1641    4.7727
    1.1742    4.8697
    1.1843    4.9647
    1.1944    5.0555
    1.2045    5.1412
    1.2146    5.2238
    1.2247    5.3086
    1.2348    5.4004
    1.2449    5.4984
    1.2550    5.5966
    1.2651    5.6878
    1.2752    5.7635
    1.2853    5.8174
    1.2954    5.8518
    1.3055    5.8732
    1.3156    5.8867
    1.3257    5.8951
    1.3358    5.8996
    1.3459    5.9011
    1.3560    5.9122
    1.3662    5.9436
    1.3763    5.9902
    1.3864    6.0466
    1.3965    6.1084
    1.4067    6.1724
    1.4168    6.2361
    1.4269    6.2975
    1.4371    6.3307
    1.4472    6.3508
    1.4573    6.3730
    1.4674    6.3972
    1.4776    6.4234
    1.4877    6.4516
    1.4978    6.4818
    1.5080    6.5139
    1.5181    6.5479
    1.5282    6.5837
    1.5384    6.5815
    1.5485    6.5773
    1.5586    6.5725
    1.5687    6.5687
    1.5789    6.5675
    1.5890    6.5705
    1.5991    6.5799
    1.6093    6.5978
    1.6194    6.6266
    1.6295    6.6683
    1.6396    6.7246
    1.6498    6.7958
    1.6599    6.8810
    1.6700    6.9783
    1.6802    7.0852
    1.6903    7.1990
    1.7004    7.3174
    1.7105    7.4386
    1.7207    7.5374
    1.7308    7.5954
    1.7409    7.6531
    1.7511    7.7104
    1.7612    7.7671
    1.7713    7.8228
    1.7814    7.8775
    1.7916    7.9306
    1.8017    7.9821
    1.8118    8.0378
    1.8220    8.1553
    1.8321    8.2653
    1.8422    8.3668
    1.8523    8.4585
    1.8625    8.5386
    1.8726    8.6033
    1.8827    8.6453
    1.8929    8.6654
    1.9030    8.6752
    1.9131    8.6800
    1.9233    8.6814
    1.9334    8.7709
    1.9436    8.7429
    1.9538    8.7157
    1.9640    8.6894
    1.9742    8.6644
    1.9844    8.6409
    1.9946    8.6197
    2.0048    8.6020
    2.0150    8.5896
    2.0251    8.5850

    0.0000    8.5850
    0.0101    8.5823
    0.0203    8.5744
    0.0304    8.5612
    0.0405    8.5431
    0.0506    8.5202
    0.0608    8.4930
    0.0709    8.4616
    0.0810    8.4266
    0.0912    8.3881
    0.1013    8.3466
    0.1114    8.3025
    0.1215    8.2559
    0.1317    8.2074
    0.1418    8.1571
    0.1519    8.0721
    0.1621    7.9786
    0.1722    7.9250
    0.1823    7.8387
    0.1925    7.7696
    0.2026    7.7141
    0.2127    7.6690
    0.2228    7.6324
    0.2330    7.6020
    0.2431    7.5516
    0.2532    7.4985
    0.2634    7.4459
    0.2735    7.3941
    0.2836    7.3430
    0.2937    7.2928
    0.3039    7.2437
    0.3140    7.1956
    0.3241    7.1488
    0.3343    7.1032
    0.3444    7.0591
    0.3545    7.0163
    0.3646    6.9751
    0.3748    6.9354
    0.3849    6.8974
    0.3950    6.8610
    0.4052    6.8263
    0.4153    6.7935
    0.4254    6.7624
    0.4355    6.7332
    0.4457    6.6777
    0.4558    6.6164
    0.4659    6.5613
    0.4761    6.5146
    0.4862    6.4779
    0.4963    6.4523
    0.5064    6.4374
    0.5166    6.4316
    0.5267    6.4327
    0.5368    6.4381
    0.5470    6.4452
    0.5571    6.4519
    0.5672    6.4566
    0.5774    6.4583
    0.5875    6.4561
    0.5976    6.4495
    0.6077    6.4380
    0.6178    6.4074
    0.6279    6.3417
    0.6380    6.2657
    0.6481    6.1820
    0.6582    6.0933
    0.6683    6.0026
    0.6784    5.9129
    0.6885    5.8276
    0.6986    5.7499
    0.7087    5.6828
    0.7188    5.6286
    0.7289    5.5884
    0.7390    5.5622
    0.7491    5.5412
    0.7592    5.4846
    0.7693    5.4166
    0.7794    5.3142
    0.7895    5.2105
    0.7996    5.1130
    0.8097    5.0241
    0.8198    4.9456
    0.8299    4.8788
    0.8400    4.8245
    0.8501    4.7835
    0.8602    4.7558
    0.8703    4.7410
    0.8804    4.7384
    0.8905    4.7470
    0.9006    4.7659
    0.9107    4.7938
    0.9209    4.7865
    0.9311    4.7654
    0.9412    4.7331
    0.9514    4.6929
    0.9616    4.6487
    0.9718    4.6044
    0.9820    4.5641
    0.9922    4.5315
    1.0024    4.5102
    1.0126    4.5028
    1.0227    4.5129
    1.0328    4.5445
    1.0429    4.5970
    1.0530    4.6675
    1.0631    4.7524
    1.0732    4.8479
    1.0833    4.9509
    1.0934    5.0583
    1.1035    5.1671
    1.1136    5.2741
    1.1237    5.3746
    1.1338    5.4626
    1.1439    5.5317
    1.1540    5.5784
    1.1641    5.6059
    1.1742    5.6216
    1.1843    5.6329
    1.1944    5.6456
    1.2045    5.6638
    1.2146    5.6896
    1.2247    5.7230
    1.2348    5.7619
    1.2449    5.8033
    1.2550    5.8454
    1.2651    5.8889
    1.2752    5.9381
    1.2853    5.9964
    1.2954    6.0600
    1.3055    6.1208
    1.3156    6.1726
    1.3257    6.2117
    1.3358    6.2360
    1.3459    6.2442
    1.3560    6.2453
    1.3662    6.2485
    1.3763    6.2538
    1.3864    6.2613
    1.3965    6.2710
    1.4067    6.2827
    1.4168    6.2966
    1.4269    6.3126
    1.4371    6.3551
    1.4472    6.4075
    1.4573    6.4538
    1.4674    6.4931
    1.4776    6.5251
    1.4877    6.5495
    1.4978    6.5669
    1.5080    6.5777
    1.5181    6.5830
    1.5282    6.5839
    1.5384    6.6214
    1.5485    6.6608
    1.5586    6.7020
    1.5687    6.7448
    1.5789    6.7893
    1.5890    6.8353
    1.5991    6.8828
    1.6093    6.9318
    1.6194    6.9821
    1.6295    7.0336
    1.6396    7.0864
    1.6498    7.1402
    1.6599    7.1950
    1.6700    7.2507
    1.6802    7.3071
    1.6903    7.3641
    1.7004    7.4216
    1.7105    7.4794
    1.7207    7.5606
    1.7308    7.6822
    1.7409    7.8020
    1.7511    7.9187
    1.7612    8.0309
    1.7713    8.1373
    1.7814    8.2362
    1.7916    8.3259
    1.8017    8.4049
    1.8118    8.4721
    1.8220    8.5272
    1.8321    8.5711
    1.8422    8.6057
    1.8523    8.6330
    1.8625    8.6558
    1.8726    8.6782
    1.8827    8.7076
    1.8929    8.7433
    1.9030    8.7737
    1.9131    8.7930
    1.9233    8.7995
    1.9334    8.7709
    1.9436    8.7429
    1.9538    8.7157
    1.9640    8.6894
    1.9742    8.6644
    1.9844    8.6409
    1.9946    8.6197
    2.0048    8.6020
    2.0150    8.5896
    2.0251    8.5850

    0.0000    9.0619
    0.0101    9.0565
    0.0203    9.0402
    0.0304    9.0132
    0.0405    8.9756
    0.0506    8.9277
    0.0608    8.8700
    0.0709    8.8032
    0.0810    8.7281
    0.0912    8.6456
    0.1013    8.5571
    0.1114    8.4636
    0.1215    8.3667
    0.1317    8.2679
    0.1418    8.1691
    0.1519    8.1053
    0.1621    8.0289
    0.1722    7.9262
    0.1823    7.8728
    0.1925    7.8198
    0.2026    7.7664
    0.2127    7.7126
    0.2228    7.6588
    0.2330    7.6051
    0.2431    7.5761
    0.2532    7.5529
    0.2634    7.5034
    0.2735    7.4505
    0.2836    7.3984
    0.2937    7.3473
    0.3039    7.2973
    0.3140    7.2484
    0.3241    7.2009
    0.3343    7.1547
    0.3444    7.1099
    0.3545    7.0666
    0.3646    7.0248
    0.3748    6.9847
    0.3849    6.9462
    0.3950    6.9094
    0.4052    6.8744
    0.4153    6.8412
    0.4254    6.8098
    0.4355    6.7432
    0.4457    6.7058
    0.4558    6.6804
    0.4659    6.6569
    0.4761    6.6353
    0.4862    6.6158
    0.4963    6.5982
    0.5064    6.5827
    0.5166    6.5692
    0.5267    6.5577
    0.5368    6.5484
    0.5470    6.5411
    0.5571    6.5359
    0.5672    6.5327
    0.5774    6.5317
    0.5875    6.5237
    0.5976    6.4999
    0.6077    6.4608
    0.6178    6.4211
    0.6279    6.3981
    0.6380    6.3680
    0.6481    6.3296
    0.6582    6.2822
    0.6683    6.2248
    0.6784    6.1574
    0.6885    6.0803
    0.6986    5.9944
    0.7087    5.9017
    0.7188    5.8050
    0.7289    5.7081
    0.7390    5.6174
    0.7491    5.5487
    0.7592    5.5464
    0.7693    5.4957
    0.7794    5.4875
    0.7895    5.5018
    0.7996    5.5271
    0.8097    5.5592
    0.8198    5.5959
    0.8299    5.6087
    0.8400    5.4826
    0.8501    5.3597
    0.8602    5.2412
    0.8703    5.1285
    0.8804    5.0231
    0.8905    4.9275
    0.9006    4.8468
    0.9107    4.7938
    0.9209    4.7865
    0.9311    4.7654
    0.9412    4.7331
    0.9514    4.6929
    0.9616    4.6487
    0.9718    4.6045
    0.9820    4.5641
    0.9922    4.5315
    1.0024    4.5102
    1.0126    4.5028
    1.0227    4.5129
    1.0328    4.5445
    1.0429    4.5970
    1.0530    4.6675
    1.0631    4.7524
    1.0732    4.8479
    1.0833    4.9509
    1.0934    5.0583
    1.1035    5.1671
    1.1136    5.2741
    1.1237    5.3746
    1.1338    5.4626
    1.1439    5.5317
    1.1540    5.5784
    1.1641    5.6059
    1.1742    5.6216
    1.1843    5.6329
    1.1944    5.6456
    1.2045    5.6638
    1.2146    5.6896
    1.2247    5.7230
    1.2348    5.7619
    1.2449    5.8033
    1.2550    5.8454
    1.2651    5.8889
    1.2752    5.9381
    1.2853    5.9964
    1.2954    6.0600
    1.3055    6.1208
    1.3156    6.1726
    1.3257    6.2117
    1.3358    6.2360
    1.3459    6.2442
    1.3560    6.2453
    1.3662    6.2485
    1.3763    6.2538
    1.3864    6.2613
    1.3965    6.2710
    1.4067    6.2827
    1.4168    6.2966
    1.4269    6.3126
    1.4371    6.3551
    1.4472    6.4075
    1.4573    6.4538
    1.4674    6.4931
    1.4776    6.5251
    1.4877    6.5495
    1.4978    6.5669
    1.5080    6.5777
    1.5181    6.5830
    1.5282    6.5839
    1.5384    6.6214
    1.5485    6.6608
    1.5586    6.7020
    1.5687    6.7448
    1.5789    6.7893
    1.5890    6.8353
    1.5991    6.8828
    1.6093    6.9318
    1.6194    6.9821
    1.6295    7.0336
    1.6396    7.0864
    1.6498    7.1402
    1.6599    7.1950
    1.6700    7.2507
    1.6802    7.3071
    1.6903    7.3641
    1.7004    7.4216
    1.7105    7.4794
    1.7207    7.5606
    1.7308    7.6822
    1.7409    7.8020
    1.7511    7.9187
    1.7612    8.0309
    1.7713    8.1373
    1.7814    8.2362
    1.7916    8.3259
    1.8017    8.4049
    1.8118    8.4721
    1.8220    8.5272
    1.8321    8.5711
    1.8422    8.6057
    1.8523    8.6330
    1.8625    8.6558
    1.8726    8.6782
    1.8827    8.7076
    1.8929    8.7433
    1.9030    8.7737
    1.9131    8.7930
    1.9233    8.7995
    1.9334    8.8103
    1.9436    8.8581
    1.9538    8.8878
    1.9640    8.9175
    1.9742    8.9471
    1.9844    8.9762
    1.9946    9.0045
    2.0048    9.0308
    2.0150    9.0525
    2.0251    9.0619

    0.0000    9.0619
    0.0101    9.0609
    0.0203    9.0578
    0.0304    9.0527
    0.0405    9.0454
    0.0506    9.0153
    0.0608    8.9586
    0.0709    8.8928
    0.0810    8.8185
    0.0912    8.7364
    0.1013    8.6475
    0.1114    8.5526
    0.1215    8.4529
    0.1317    8.3494
    0.1418    8.2433
    0.1519    8.1359
    0.1621    8.0523
    0.1722    7.9983
    0.1823    7.9437
    0.1925    7.8885
    0.2026    7.8330
    0.2127    7.7774
    0.2228    7.7219
    0.2330    7.6665
    0.2431    7.6116
    0.2532    7.5572
    0.2634    7.5311
    0.2735    7.5094
    0.2836    7.4869
    0.2937    7.4625
    0.3039    7.4355
    0.3140    7.4053
    0.3241    7.3714
    0.3343    7.3333
    0.3444    7.2907
    0.3545    7.2436
    0.3646    7.1920
    0.3748    7.1361
    0.3849    7.0763
    0.3950    7.0131
    0.4052    6.9471
    0.4153    6.8794
    0.4254    6.8110
    0.4355    6.7803
    0.4457    6.7527
    0.4558    6.7271
    0.4659    6.7034
    0.4761    6.6816
    0.4862    6.6619
    0.4963    6.6442
    0.5064    6.6286
    0.5166    6.6150
    0.5267    6.6034
    0.5368    6.5940
    0.5470    6.5866
    0.5571    6.5814
    0.5672    6.5782
    0.5774    6.5772
    0.5875    6.5726
    0.5976    6.5602
    0.6077    6.5433
    0.6178    6.5264
    0.6279    6.5135
    0.6380    6.5065
    0.6481    6.5051
    0.6582    6.5084
    0.6683    6.5151
    0.6784    6.5227
    0.6885    6.4096
    0.6986    6.2920
    0.7087    6.1710
    0.7188    6.0479
    0.7289    5.9238
    0.7390    5.8002
    0.7491    5.6790
    0.7592    5.5658
    0.7693    5.5534
    0.7794    5.5682
    0.7895    5.5894
    0.7996    5.6160
    0.8097    5.6471
    0.8198    5.6809
    0.8299    5.6359
