    A       	B
    1.4978   11.8976
    1.5080   11.9640
    1.5181   12.0339
    1.5282   12.1071
    1.5384   12.1835
    1.5485   12.2632
    1.5586   12.3459
    1.5687   12.4316
    1.5789   12.5203
    1.5890   12.6118
    1.5991   12.7060
    1.6093   12.8029
    1.6194   12.9023
    1.6295   13.0041
    1.6396   13.1082
    1.6498   13.2145
    1.6599   13.3228
    1.6700   13.4328
    1.6802   13.5445
    1.6903   13.6575
    1.7004   13.7715
    1.7105   13.8861
    1.7207   14.0010
    1.7308   14.1156
    1.7409   14.2290
    1.7511   14.3405
    1.7612   14.4487
    1.7713   14.5518
    1.7814   14.6475
    1.7916   14.7322
    1.8017   14.8009
    1.8118   14.8479
    1.8220   14.8685
    1.8321   14.8628
    1.8422   14.8359
    1.8523   14.7958
    1.8625   14.7498
    1.8726   14.7037
    1.8827   14.6616
    1.8929   14.6262
    1.9030   14.5996
    1.9131   14.5832
    1.9233   14.5776
    1.9334   14.5662
    1.9436   14.5557
    1.9538   14.5462
    1.9640   14.5378
    1.9742   14.5306
    1.9844   14.5246
    1.9946   14.5199
    2.0048   14.5165
    2.0150   14.5145
    2.0251   14.5138

    0.0000   14.6756
    0.0101   14.6812
    0.0203   14.6977
    0.0304   14.7244
    0.0405   14.7601
    0.0506   14.8029
    0.0608   14.8501
    0.0709   14.8983
    0.0810   14.9423
    0.0912   14.9761
    0.1013   14.9933
    0.1114   14.9890
    0.1215   14.9621
    0.1317   14.9151
    0.1418   14.8525
    0.1519   14.7783
    0.1621   14.6951
    0.1722   14.6023
    0.1823   14.4957
    0.1925   14.3777
    0.2026   14.2545
    0.2127   14.1288
    0.2228   14.0021
    0.2330   13.8750
    0.2431   13.7482
    0.2532   13.6221
    0.2634   13.4970
    0.2735   13.3735
    0.2836   13.2518
    0.2937   13.1322
    0.3039   13.0151
    0.3140   12.9009
    0.3241   12.7898
    0.3343   12.6823
    0.3444   12.5787
    0.3545   12.4795
    0.3646   12.3850
    0.3748   12.2959
    0.3849   12.2123
    0.3950   12.1346
    0.4052   12.0627
    0.4153   11.9964
    0.4254   11.9354
    0.4355   11.8793
    0.4457   11.8277
    0.4558   11.7806
    0.4659   11.7376
    0.4761   11.6987
    0.4862   11.6638
    0.4963   11.6328
    0.5064   11.6055
    0.5166   11.5820
    0.5267   11.5622
    0.5368   11.5461
    0.5470   11.5336
    0.5571   11.5247
    0.5672   11.5194
    0.5774   11.5176
    0.5875   11.5270
    0.5976   11.5550
    0.6077   11.6006
    0.6178   11.6624
    0.6279   11.7386
    0.6380   11.8268
    0.6481   11.9246
    0.6582   12.0294
    0.6683   12.1385
    0.6784   12.2491
    0.6885   12.3588
    0.6986   12.4649
    0.7087   12.5654
    0.7188   12.6585
    0.7289   12.7428
    0.7390   12.8176
    0.7491   12.8826
    0.7592   12.9377
    0.7693   12.9832
    0.7794   13.0199
    0.7895   13.0482
    0.7996   13.0690
    0.8097   13.0831
    0.8198   13.0915
    0.8299   13.0948
    0.8400   13.0937
    0.8501   13.0871
    0.8602   13.0604
    0.8703   12.9998
    0.8804   12.9351
    0.8905   12.8739
    0.9006   12.8176
    0.9107   12.7670
    0.9209   12.7711
    0.9311   12.7832
    0.9412   12.8024
    0.9514   12.8273
    0.9616   12.8560
    0.9718   12.8858
    0.9820   12.9138
    0.9922   12.9369
    1.0024   12.9522
    1.0126   12.9575
    1.0227   12.9582
    1.0328   12.9601
    1.0429   12.9626
    1.0530   12.9649
    1.0631   12.9658
    1.0732   12.9638
    1.0833   12.9569
    1.0934   12.9437
    1.1035   12.9227
    1.1136   12.8934
    1.1237   12.8561
    1.1338   12.8114
    1.1439   12.7600
    1.1540   12.7028
    1.1641   12.6403
    1.1742   12.5730
    1.1843   12.5013
    1.1944   12.4253
    1.2045   12.3454
    1.2146   12.2618
    1.2247   12.1751
    1.2348   12.0859
    1.2449   11.9952
    1.2550   11.9042
    1.2651   11.8145
    1.2752   11.7280
    1.2853   11.6467
    1.2954   11.5728
    1.3055   11.5085
    1.3156   11.4560
    1.3257   11.4170
    1.3358   11.3930
    1.3459   11.3849
    1.3560   11.3873
    1.3662   11.3946
    1.3763   11.4068
    1.3864   11.4237
    1.3965   11.4453
    1.4067   11.4715
    1.4168   11.5023
    1.4269   11.5374
    1.4371   11.5769
    1.4472   11.6205
    1.4573   11.6683
    1.4674   11.7199
    1.4776   11.7755
    1.4877   11.8347
    1.4978   11.8976
    1.5080   11.9640
    1.5181   12.0339
    1.5282   12.1071
    1.5384   12.1835
    1.5485   12.2632
    1.5586   12.3459
    1.5687   12.4316
    1.5789   12.5203
    1.5890   12.6118
    1.5991   12.7060
    1.6093   12.8029
    1.6194   12.9023
    1.6295   13.0041
    1.6396   13.1082
    1.6498   13.2145
    1.6599   13.3228
    1.6700   13.4328
    1.6802   13.5445
    1.6903   13.6575
    1.7004   13.7715
    1.7105   13.8861
    1.7207   14.0010
    1.7308   14.1156
    1.7409   14.2290
    1.7511   14.3405
    1.7612   14.4487
    1.7713   14.5518
    1.7814   14.6475
    1.7916   14.7322
    1.8017   14.8009
    1.8118   14.8479
    1.8220   14.8685
    1.8321   14.8628
    1.8422   14.8359
    1.8523   14.7958
    1.8625   14.7498
    1.8726   14.7037
    1.8827   14.6616
    1.8929   14.6262
    1.9030   14.5996
    1.9131   14.5832
    1.9233   14.5776
    1.9334   14.5897
    1.9436   14.6024
    1.9538   14.6152
    1.9640   14.6280
    1.9742   14.6404
    1.9844   14.6517
    1.9946   14.6615
    2.0048   14.6691
    2.0150   14.6739
    2.0251   14.6756

    0.0000   15.0932
    0.0101   15.0974
    0.0203   15.1099
    0.0304   15.1295
    0.0405   15.1545
    0.0506   15.1822
    0.0608   15.2085
    0.0709   15.2286
    0.0810   15.2374
    0.0912   15.2312
    0.1013   15.2091
    0.1114   15.1708
    0.1215   15.1156
    0.1317   15.0436
    0.1418   14.9567
    0.1519   14.8585
    0.1621   14.7528
    0.1722   14.6454
    0.1823   14.5442
    0.1925   14.4495
    0.2026   14.3572
    0.2127   14.2660
    0.2228   14.1759
    0.2330   14.0870
    0.2431   13.9996
    0.2532   13.9139
    0.2634   13.8301
    0.2735   13.7483
    0.2836   13.6687
    0.2937   13.5914
    0.3039   13.5164
    0.3140   13.4439
    0.3241   13.3738
    0.3343   13.3062
    0.3444   13.2412
    0.3545   13.1786
    0.3646   13.1187
    0.3748   13.0613
    0.3849   13.0065
    0.3950   12.9543
    0.4052   12.9046
    0.4153   12.8576
    0.4254   12.8132
    0.4355   12.7714
    0.4457   12.7323
    0.4558   12.6959
    0.4659   12.6622
    0.4761   12.6313
    0.4862   12.6032
    0.4963   12.5779
    0.5064   12.5555
    0.5166   12.5360
    0.5267   12.5194
    0.5368   12.5059
    0.5470   12.4953
    0.5571   12.4877
    0.5672   12.4831
    0.5774   12.4816
    0.5875   12.4919
    0.5976   12.5225
    0.6077   12.5727
    0.6178   12.6416
    0.6279   12.7276
    0.6380   12.8293
    0.6481   12.9448
    0.6582   13.0721
    0.6683   13.2093
    0.6784   13.3541
    0.6885   13.5041
    0.6986   13.6567
    0.7087   13.7758
    0.7188   13.8040
    0.7289   13.8193
    0.7390   13.8201
    0.7491   13.8058
    0.7592   13.7766
    0.7693   13.7337
    0.7794   13.6791
    0.7895   13.6151
    0.7996   13.5442
    0.8097   13.4685
    0.8198   13.3903
    0.8299   13.3112
    0.8400   13.2333
    0.8501   13.1598
    0.8602   13.1072
    0.8703   13.0911
    0.8804   13.0834
    0.8905   13.0779
    0.9006   13.0743
    0.9107   13.0730
    0.9209   13.0798
    0.9311   13.0999
    0.9412   13.1329
    0.9514   13.1784
    0.9616   13.2355
    0.9718   13.3033
    0.9820   13.3807
    0.9922   13.4663
    1.0024   13.5588
    1.0126   13.6565
    1.0227   13.6538
    1.0328   13.6459
    1.0429   13.6335
    1.0530   13.6183
    1.0631   13.6025
    1.0732   13.5886
    1.0833   13.5793
    1.0934   13.5768
    1.1035   13.5825
    1.1136   13.5970
    1.1237   13.6195
    1.1338   13.6483
    1.1439   13.6813
    1.1540   13.7154
    1.1641   13.7470
    1.1742   13.7711
    1.1843   13.7822
    1.1944   13.7735
    1.2045   13.7401
    1.2146   13.6806
    1.2247   13.5987
    1.2348   13.5012
    1.2449   13.3953
    1.2550   13.2872
    1.2651   13.1813
    1.2752   13.0811
    1.2853   12.9893
    1.2954   12.9079
    1.3055   12.8388
    1.3156   12.7834
    1.3257   12.7430
    1.3358   12.7183
    1.3459   12.7100
    1.3560   12.7119
    1.3662   12.7174
    1.3763   12.7265
    1.3864   12.7394
    1.3965   12.7558
    1.4067   12.7758
    1.4168   12.7994
    1.4269   12.8264
    1.4371   12.8568
    1.4472   12.8906
    1.4573   12.9276
    1.4674   12.9678
    1.4776   13.0111
    1.4877   13.0573
    1.4978   13.1064
    1.5080   13.1582
    1.5181   13.2126
    1.5282   13.2695
    1.5384   13.3289
    1.5485   13.3905
    1.5586   13.4543
    1.5687   13.5202
    1.5789   13.5881
    1.5890   13.6580
    1.5991   13.7298
    1.6093   13.8035
    1.6194   13.8790
    1.6295   13.9563
    1.6396   14.0353
    1.6498   14.1161
    1.6599   14.1984
    1.6700   14.2824
    1.6802   14.3677
    1.6903   14.4543
    1.7004   14.5421
    1.7105   14.6307
    1.7207   14.7197
    1.7308   14.8088
    1.7409   14.8973
    1.7511   14.9844
    1.7612   15.0688
    1.7713   15.1489
    1.7814   15.2224
    1.7916   15.2864
    1.8017   15.3382
    1.8118   15.3770
    1.8220   15.4054
    1.8321   15.4255
    1.8422   15.4361
    1.8523   15.4344
    1.8625   15.4208
    1.8726   15.3992
    1.8827   15.3748
    1.8929   15.3518
    1.9030   15.3334
    1.9131   15.3216
    1.9233   15.3175
    1.9334   15.2825
    1.9436   15.2489
    1.9538   15.2171
    1.9640   15.1877
    1.9742   15.1612
    1.9844   15.1381
    1.9946   15.1192
    2.0048   15.1050
    2.0150   15.0961
    2.0251   15.0932

    0.0000   15.6046
    0.0101   15.6087
    0.0203   15.6202
    0.0304   15.6378
    0.0405   15.6585
    0.0506   15.6776
    0.0608   15.6891
    0.0709   15.6874
    0.0810   15.6733
    0.0912   15.6553
    0.1013   15.6433
    0.1114   15.6414
    0.1215   15.6401
    0.1317   15.6171
    0.1418   15.5672
    0.1519   15.5006
    0.1621   15.4239
    0.1722   15.3407
    0.1823   15.2532
    0.1925   15.1629
    0.2026   15.0710
    0.2127   14.9782
    0.2228   14.8851
    0.2330   14.7922
    0.2431   14.7000
    0.2532   14.6087
    0.2634   14.5187
    0.2735   14.4302
    0.2836   14.3435
    0.2937   14.2588
    0.3039   14.1764
    0.3140   14.0965
    0.3241   14.0194
    0.3343   13.9451
    0.3444   13.8741
    0.3545   13.8063
    0.3646   13.7420
    0.3748   13.6814
    0.3849   13.6246
    0.3950   13.5715
    0.4052   13.5224
    0.4153   13.4773
    0.4254   13.4362
    0.4355   13.3990
    0.4457   13.3657
    0.4558   13.3363
    0.4659   13.3106
    0.4761   13.2884
    0.4862   13.2696
    0.4963   13.2540
    0.5064   13.2413
    0.5166   13.2311
    0.5267   13.2233
    0.5368   13.2175
    0.5470   13.2134
    0.5571   13.2106
    0.5672   13.2091
    0.5774   13.2086
    0.5875   13.2144
    0.5976   13.2317
    0.6077   13.2598
    0.6178   13.2976
    0.6279   13.3437
    0.6380   13.3965
    0.6481   13.4540
    0.6582   13.5142
    0.6683   13.5749
    0.6784   13.6337
    0.6885   13.6883
    0.6986   13.7365
    0.7087   13.8085
    0.7188   13.9554
    0.7289   14.0907
    0.7390   14.2045
    0.7491   14.2854
    0.7592   14.3312
    0.7693   14.3523
    0.7794   14.3601
    0.7895   14.3619
    0.7996   14.3616
    0.8097   14.3613
    0.8198   14.3621
    0.8299   14.3644
    0.8400   14.3683
    0.8501   14.3736
    0.8602   14.3800
    0.8703   14.3869
    0.8804   14.3937
    0.8905   14.3995
    0.9006   14.4036
    0.9107   14.4052
    0.9209   14.3938
    0.9311   14.3603
    0.9412   14.3069
    0.9514   14.2370
    0.9616   14.1539
    0.9718   14.0614
    0.9820   13.9626
    0.9922   13.8605
    1.0024   13.7578
    1.0126   13.6565
    1.0227   13.6538
    1.0328   13.6459
    1.0429   13.6335
    1.0530   13.6183
    1.0631   13.6025
    1.0732   13.5886
    1.0833   13.5793
    1.0934   13.5768
    1.1035   13.5825
    1.1136   13.5970
    1.1237   13.6195
    1.1338   13.6483
    1.1439   13.6813
    1.1540   13.7154
    1.1641   13.7470
    1.1742   13.7711
    1.1843   13.7822
    1.1944   13.7735
    1.2045   13.7401
    1.2146   13.6806
    1.2247   13.5987
    1.2348   13.5012
    1.2449   13.3953
    1.2550   13.2872
    1.2651   13.1813
    1.2752   13.0811
    1.2853   12.9893
    1.2954   12.9079
    1.3055   12.8388
    1.3156   12.7834
    1.3257   12.7430
    1.3358   12.7183
    1.3459   12.7100
    1.3560   12.7119
    1.3662   12.7174
    1.3763   12.7265
    1.3864   12.7394
    1.3965   12.7558
    1.4067   12.7758
    1.4168   12.7994
    1.4269   12.8264
    1.4371   12.8568
    1.4472   12.8906
    1.4573   12.9276
    1.4674   12.9678
    1.4776   13.0111
    1.4877   13.0573
    1.4978   13.1064
    1.5080   13.1582
    1.5181   13.2126
    1.5282   13.2695
    1.5384   13.3289
    1.5485   13.3905
    1.5586   13.4543
    1.5687   13.5202
    1.5789   13.5881
    1.5890   13.6580
    1.5991   13.7298
    1.6093   13.8035
    1.6194   13.8790
    1.6295   13.9563
    1.6396   14.0353
    1.6498   14.1161
    1.6599   14.1984
    1.6700   14.2824
    1.6802   14.3677
    1.6903   14.4543
    1.7004   14.5421
    1.7105   14.6307
    1.7207   14.7197
    1.7308   14.8088
    1.7409   14.8973
    1.7511   14.9844
    1.7612   15.0688
    1.7713   15.1489
    1.7814   15.2224
    1.7916   15.2864
    1.8017   15.3382
    1.8118   15.3770
    1.8220   15.4054
    1.8321   15.4255
    1.8422   15.4361
    1.8523   15.4344
    1.8625   15.4208
    1.8726   15.3992
    1.8827   15.3748
    1.8929   15.3518
    1.9030   15.3334
    1.9131   15.3216
    1.9233   15.3175
    1.9334   15.3537
    1.9436   15.3904
    1.9538   15.4272
    1.9640   15.4635
    1.9742   15.4986
    1.9844   15.5314
    1.9946   15.5604
    2.0048   15.5838
    2.0150   15.5992
    2.0251   15.6046

    0.0000   15.8203
    0.0101   15.8228
    0.0203   15.8300
    0.0304   15.8409
    0.0405   15.8536
    0.0506   15.8650
    0.0608   15.8710
    0.0709   15.8695
    0.0810   15.8648
    0.0912   15.8563
    0.1013   15.8288
    0.1114   15.7960
    0.1215   15.7719
    0.1317   15.7695
    0.1418   15.7805
    0.1519   15.7835
    0.1621   15.7682
    0.1722   15.7359
    0.1823   15.6917
    0.1925   15.6398
    0.2026   15.5832
    0.2127   15.5235
    0.2228   15.4618
    0.2330   15.3988
    0.2431   15.3349
    0.2532   15.2707
    0.2634   15.2064
    0.2735   15.1423
    0.2836   15.0788
    0.2937   15.0162
    0.3039   14.9547
    0.3140   14.8946
    0.3241   14.8362
    0.3343   14.7797
    0.3444   14.7252
    0.3545   14.6727
    0.3646   14.6219
    0.3748   14.5723
    0.3849   14.5227
    0.3950   14.4715
    0.4052   14.4172
    0.4153   14.3601
    0.4254   14.3018
    0.4355   14.2444
    0.4457   14.1891
    0.4558   14.1368
    0.4659   14.0880
    0.4761   14.0432
    0.4862   14.0027
    0.4963   13.9667
    0.5064   13.9353
    0.5166   13.9089
    0.5267   13.8874
    0.5368   13.8709
    0.5470   13.8594
    0.5571   13.8526
    0.5672   13.8495
    0.5774   13.8487
    0.5875   13.8541
    0.5976   13.8700
    0.6077   13.8960
    0.6178   13.9315
    0.6279   13.9755
    0.6380   14.0275
    0.6481   14.0869
    0.6582   14.1532
    0.6683   14.2243
    0.6784   14.2884
    0.6885   14.3507
    0.6986   14.4083
    0.7087   14.4588
    0.7188   14.5022
    0.7289   14.5429
    0.7390   14.5904
    0.7491   14.6566
    0.7592   14.7450
    0.7693   14.8462
    0.7794   14.9499
    0.7895   15.0497
    0.7996   15.1427
    0.8097   15.2275
    0.8198   15.3036
    0.8299   15.3595
    0.8400   15.3754
    0.8501   15.3915
    0.8602   15.4085
    0.8703   15.4273
    0.8804   15.4483
    0.8905   15.4716
    0.9006   15.4971
    0.9107   15.5247
    0.9209   15.4831
    0.9311   15.3891
    0.9412   15.2786
    0.9514   15.1668
    0.9616   15.0613
    0.9718   14.9671
    0.9820   14.8881
    0.9922   14.8284
    1.0024   14.7910
    1.0126   14.7782
    1.0227   14.7849
    1.0328   14.8046
    1.0429   14.8365
    1.0530   14.8791
    1.0631   14.9304
    1.0732   14.9883
    1.0833   15.0504
    1.0934   15.1139
    1.1035   15.1759
    1.1136   15.2328
    1.1237   15.2796
    1.1338   15.3097
    1.1439   15.3126
    1.1540   15.2752
    1.1641   15.1942
    1.1742   15.0878
    1.1843   14.9792
    1.1944   14.8836
    1.2045   14.8094
    1.2146   14.7566
    1.2247   14.7161
    1.2348   14.6707
    1.2449   14.6068
    1.2550   14.5285
    1.2651   14.4462
    1.2752   14.3670
    1.2853   14.2947
    1.2954   14.2315
    1.3055   14.1784
    1.3156   14.1364
    1.3257   14.1061
    1.3358   14.0877
    1.3459   14.0816
    1.3560   14.0825
    1.3662   14.0853
    1.3763   14.0900
    1.3864   14.0968
    1.3965   14.1058
    1.4067   14.1174
    1.4168   14.1316
    1.4269   14.1487
    1.4371   14.1689
    1.4472   14.1925
    1.4573   14.2196
    1.4674   14.2504
    1.4776   14.2852
    1.4877   14.3239
    1.4978   14.3669
    1.5080   14.4141
    1.5181   14.4655
    1.5282   14.5213
    1.5384   14.5814
    1.5485   14.6455
    1.5586   14.7137
    1.5687   14.7855
    1.5789   14.8605
    1.5890   14.9384
    1.5991   15.0184
    1.6093   15.0998
    1.6194   15.1818
    1.6295   15.2635
    1.6396   15.3440
    1.6498   15.4224
    1.6599   15.4981
    1.6700   15.5705
    1.6802   15.6393
    1.6903   15.7043
    1.7004   15.7649
    1.7105   15.8207
    1.7207   15.8704
    1.7308   15.9123
    1.7409   15.9436
    1.7511   15.9611
    1.7612   15.9617
    1.7713   15.9451
    1.7814   15.9159
    1.7916   15.8834
    1.8017   15.8580
    1.8118   15.8472
    1.8220   15.8524
    1.8321   15.8698
    1.8422   15.8963
    1.8523   15.9315
    1.8625   15.9747
    1.8726   16.0226
    1.8827   16.0699
    1.8929   16.1081
    1.9030   16.1258
    1.9131   16.1274
    1.9233   16.1265
    1.9334   16.1065
    1.9436   16.0733
    1.9538   16.0311
    1.9640   15.9852
    1.9742   15.9403
    1.9844   15.8998
    1.9946   15.8661
    2.0048   15.8410
    2.0150   15.8256
    2.0251   15.8203

    0.0000   15.9811
    0.0101   15.9823
    0.0203   15.9850
    0.0304   15.9866
    0.0405   15.9831
    0.0506   15.9714
    0.0608   15.9526
    0.0709   15.9308
    0.0810   15.9069
    0.0912   15.8877
    0.1013   15.8936
    0.1114   15.9153
    0.1215   15.9462
    0.1317   15.9827
    0.1418   16.0192
    0.1519   16.0523
    0.1621   16.0820
    0.1722   16.1062
    0.1823   16.1198
    0.1925   16.1180
    0.2026   16.0977
    0.2127   16.0580
    0.2228   16.0003
    0.2330   15.9281
    0.2431   15.8456
    0.2532   15.7568
    0.2634   15.6644
    0.2735   15.5706
    0.2836   15.4767
    0.2937   15.3836
    0.3039   15.2917
    0.3140   15.2013
    0.3241   15.1127
    0.3343   15.0261
    0.3444   14.9416
    0.3545   14.8596
    0.3646   14.7806
    0.3748   14.7051
    0.3849   14.6346
    0.3950   14.5704
    0.4052   14.5140
    0.4153   14.4649
    0.4254   14.4206
    0.4355   14.3787
    0.4457   14.3371
    0.4558   14.2947
    0.4659   14.2509
    0.4761   14.2059
    0.4862   14.1605
    0.4963   14.1157
    0.5064   14.0725
    0.5166   14.0320
    0.5267   13.9950
    0.5368   13.9625
    0.5470   13.9352
    0.5571   13.9139
    0.5672   13.8999
    0.5774   13.8949
    0.5875   13.8993
    0.5976   13.9125
    0.6077   13.9344
    0.6178   13.9648
    0.6279   14.0034
    0.6380   14.0497
    0.6481   14.1029
    0.6582   14.1617
    0.6683   14.2267
    0.6784   14.3075
    0.6885   14.3959
    0.6986   14.4921
    0.7087   14.5960
    0.7188   14.7067
    0.7289   14.8222
    0.7390   14.9391
    0.7491   15.0516
    0.7592   15.1506
    0.7693   15.2233
    0.7794   15.2640
    0.7895   15.2875
    0.7996   15.3067
    0.8097   15.3251
    0.8198   15.3428
    0.8299   15.3707
    0.8400   15.4284
    0.8501   15.4765
    0.8602   15.5142
    0.8703   15.5407
    0.8804   15.5555
    0.8905   15.5577
    0.9006   15.5474
    0.9107   15.5248
    0.9209   15.4831
    0.9311   15.3892
    0.9412   15.2786
    0.9514   15.1669
    0.9616   15.0614
    0.9718   14.9671
    0.9820   14.8882
    0.9922   14.8284
    1.0024   14.7910
    1.0126   14.7782
    1.0227   14.7849
    1.0328   14.8046
    1.0429   14.8365
    1.0530   14.8791
    1.0631   14.9304
    1.0732   14.9883
    1.0833   15.0504
    1.0934   15.1139
    1.1035   15.1759
    1.1136   15.2328
    1.1237   15.2796
    1.1338   15.3097
    1.1439   15.3126
    1.1540   15.2752
    1.1641   15.1942
    1.1742   15.0878
    1.1843   14.9792
    1.1944   14.8836
    1.2045   14.8094
    1.2146   14.7566
    1.2247   14.7161
    1.2348   14.6707
    1.2449   14.6068
    1.2550   14.5285
    1.2651   14.4462
    1.2752   14.3670
    1.2853   14.2947
    1.2954   14.2315
    1.3055   14.1784
    1.3156   14.1364
    1.3257   14.1061
    1.3358   14.0877
    1.3459   14.0816
    1.3560   14.0825
    1.3662   14.0853
    1.3763   14.0900
    1.3864   14.0968
    1.3965   14.1058
    1.4067   14.1174
    1.4168   14.1316
    1.4269   14.1487
    1.4371   14.1689
    1.4472   14.1925
    1.4573   14.2196
    1.4674   14.2504
    1.4776   14.2852
    1.4877   14.3239
    1.4978   14.3669
    1.5080   14.4141
    1.5181   14.4655
    1.5282   14.5213
    1.5384   14.5814
    1.5485   14.6455
    1.5586   14.7137
    1.5687   14.7855
    1.5789   14.8605
    1.5890   14.9384
    1.5991   15.0184
    1.6093   15.0998
    1.6194   15.1818
    1.6295   15.2635
    1.6396   15.3440
    1.6498   15.4224
    1.6599   15.4981
    1.6700   15.5705
    1.6802   15.6393
    1.6903   15.7043
    1.7004   15.7649
    1.7105   15.8207
    1.7207   15.8704
    1.7308   15.9123
    1.7409   15.9436
    1.7511   15.9611
    1.7612   15.9617
    1.7713   15.9451
    1.7814   15.9159
    1.7916   15.8834
    1.8017   15.8580
    1.8118   15.8472
    1.8220   15.8524
    1.8321   15.8698
    1.8422   15.8963
    1.8523   15.9315
    1.8625   15.9747
    1.8726   16.0226
    1.8827   16.0699
    1.8929   16.1081
    1.9030   16.1258
    1.9131   16.1274
    1.9233   16.1265
    1.9334   16.1325
    1.9436   16.1264
    1.9538   16.1115
    1.9640   16.0909
    1.9742   16.0671
    1.9844   16.0423
    1.9946   16.0189
    2.0048   15.9992
    2.0150   15.9859
    2.0251   15.9811

    0.0000   16.1260
    0.0101   16.1223
    0.0203   16.1118
    0.0304   16.0961
    0.0405   16.0778
    0.0506   16.0613
    0.0608   16.0523
    0.0709   16.0566
    0.0810   16.0761
    0.0912   16.1083
    0.1013   16.1505
    0.1114   16.2016
    0.1215   16.2594
    0.1317   16.2791
    0.1418   16.2916
    0.1519   16.3280
    0.1621   16.3812
    0.1722   16.4334
    0.1823   16.4638
    0.1925   16.4552
    0.2026   16.4102
    0.2127   16.3486
    0.2228   16.2827
    0.2330   16.2171
    0.2431   16.1528
    0.2532   16.0900
    0.2634   16.0285
    0.2735   15.9682
    0.2836   15.9092
    0.2937   15.8518
    0.3039   15.7962
    0.3140   15.7426
    0.3241   15.6908
    0.3343   15.6407
    0.3444   15.5907
    0.3545   15.5355
    0.3646   15.4623
    0.3748   15.3714
    0.3849   15.2765
    0.3950   15.1836
    0.4052   15.0951
    0.4153   15.0126
    0.4254   14.9372
    0.4355   14.8703
    0.4457   14.8130
    0.4558   14.7662
    0.4659   14.7302
    0.4761   14.7047
    0.4862   14.6889
    0.4963   14.6819
    0.5064   14.6825
    0.5166   14.6896
    0.5267   14.7024
    0.5368   14.7198
    0.5470   14.7406
    0.5571   14.7632
    0.5672   14.7836
    0.5774   14.7931
    0.5875   14.7996
    0.5976   14.8191
    0.6077   14.8519
    0.6178   14.8982
    0.6279   14.9581
    0.6380   15.0317
    0.6481   15.1067
    0.6582   15.1581
    0.6683   15.2110
    0.6784   15.2650
    0.6885   15.3213
    0.6986   15.3825
    0.7087   15.4520
    0.7188   15.4931
    0.7289   15.4419
    0.7390   15.3998
    0.7491   15.3708
    0.7592   15.3590
    0.7693   15.3706
    0.7794   15.4051
    0.7895   15.4451
    0.7996   15.4794
    0.8097   15.5085
    0.8198   15.5367
    0.8299   15.5674
    0.8400   15.6023
    0.8501   15.6417
    0.8602   15.6852
    0.8703   15.7319
    0.8804   15.7813
    0.8905   15.8327
    0.9006   15.8857
    0.9107   15.9398
    0.9209   15.9818
    0.9311   16.0766
    0.9412   16.1884
    0.9514   16.3015
    0.9616   16.4082
    0.9718   16.5033
    0.9820   16.5825
    0.9922   16.6422
    1.0024   16.6793
    1.0126   16.6919
    1.0227   16.6869
    1.0328   16.6715
    1.0429   16.6452
    1.0530   16.6073
    1.0631   16.5571
    1.0732   16.4938
    1.0833   16.4165
    1.0934   16.3246
    1.1035   16.2185
    1.1136   16.0995
    1.1237   15.9710
    1.1338   15.8387
    1.1439   15.7123
    1.1540   15.6048
    1.1641   15.5210
    1.1742   15.4467
    1.1843   15.3671
    1.1944   15.2777
    1.2045   15.1809
    1.2146   15.0832
    1.2247   14.9943
    1.2348   14.9276
    1.2449   14.8913
    1.2550   14.8769
    1.2651   14.8706
    1.2752   14.8641
    1.2853   14.8541
    1.2954   14.8405
    1.3055   14.8249
    1.3156   14.8097
    1.3257   14.7971
    1.3358   14.7889
    1.3459   14.7860
    1.3560   14.7886
    1.3662   14.7965
    1.3763   14.8095
    1.3864   14.8272
    1.3965   14.8495
    1.4067   14.8759
    1.4168   14.9060
    1.4269   14.9393
    1.4371   14.9752
    1.4472   15.0133
    1.4573   15.0531
    1.4674   15.0939
    1.4776   15.1355
    1.4877   15.1775
    1.4978   15.2196
    1.5080   15.2616
    1.5181   15.3035
    1.5282   15.3453
    1.5384   15.3873
    1.5485   15.4297
    1.5586   15.4730
    1.5687   15.5174
    1.5789   15.5634
    1.5890   15.6116
    1.5991   15.6623
    1.6093   15.7161
    1.6194   15.7733
    1.6295   15.8343
    1.6396   15.8991
    1.6498   15.9675
    1.6599   16.0389
    1.6700   16.1121
    1.6802   16.1855
    1.6903   16.2569
    1.7004   16.3236
    1.7105   16.3828
    1.7207   16.4313
    1.7308   16.4656
    1.7409   16.4833
    1.7511   16.4839
    1.7612   16.4711
    1.7713   16.4499
    1.7814   16.4223
    1.7916   16.3871
    1.8017   16.3452
    1.8118   16.3020
    1.8220   16.2651
    1.8321   16.2405
    1.8422   16.2288
    1.8523   16.2245
    1.8625   16.2199
    1.8726   16.2106
    1.8827   16.1987
    1.8929   16.1916
    1.9030   16.1994
    1.9131   16.2151
    1.9233   16.2222
    1.9334   16.2052
    1.9436   16.1894
    1.9538   16.1751
    1.9640   16.1624
    1.9742   16.1514
    1.9844   16.1424
    1.9946   16.1352
    2.0048   16.1301
    2.0150   16.1270
    2.0251   16.1260

    0.0000   16.1260
    0.0101   16.1294
    0.0203   16.1396
    0.0304   16.1564
    0.0405   16.1798
    0.0506   16.2093
    0.0608   16.2393
    0.0709   16.2415
    0.0810   16.2552
    0.0912   16.2755
    0.1013   16.2924
    0.1114   16.2962
